CO2;Flow;Rcapture;RCO2;Qreb;Treb;Wpumps;Wcfg;Wc1;Wc2;Wc3;Wrefr1;Wrefr2;Wrecomp;Makeup;Habs;Dabs;Qwash;Tinwash;Toutwash;Qtoabs;Tintoabs;Touttoabs;Qstrip;Tinstrip;Toutstrip;Qlean;Tinlean;Toutlean;Qint2;Tinint2;Toutint2;Qint1;Tinint1;Toutint1;Qdcc;Tindcc;Toutdcc;Qdhx;Tindhx;Toutdhx;Qdry;Tindry;Toutdry;Qdum;Tindum;Toutdum;Qliq;COP;Qrcond;Tinrcond;Toutrcond;Qrint;Tinrint;Toutrint;Qpreliq;Tinpreliq;Toutpreliq
11;25;94;0,943902363;14825,006;121,105003;19,54786579;546,797976;278,86412;259,90782;234,435533;286,717137;229,684163;12,9418594;0,007412177;21;3,85142744;-1029,58152;329,8591688;303,15;-4359,60876;423,15;294,15;-3058,7628;368,2050316;303,15;-2579,75116;321,747194;313,15;-275,80588;367,4499036;293,15;-386,918425;378,5917957;293,15;-1082,08779;293,15;283,15;-2239,49144;323,5483821;303,15;-3672,00828;328,2099735;313,15;-969,329013;459,7527031;423,15;-1325,11513;2,566056921;-1640,65698;376,9693477;303,6846362;-175,039265;354,9594962;293,15;-301,051281;358,8573295;293,15
11;25;90;0,886381652;13326,1469;121,160025;18,41918641;546,797976;261,881255;244,07923;220,158458;269,24308;215,685997;12,1685438;0,008080987;21;3,80998282;-1128,5141;332,3089483;303,15;-4359,60876;423,15;294,15;-2637,4015;366,792546;303,15;-1869,18428;320,1592519;313,15;-259,009453;367,4497012;293,15;-363,356879;378,5915756;293,15;-1082,08779;293,15;283,15;-2239,49144;323,5483821;303,15;-4645,30192;330,67804;313,15;-969,329013;459,7527031;423,15;-1244,35562;2,566056933;-1540,66668;376,9693477;303,6846362;-164,371448;354,9594962;293,15;-282,700156;358,8424992;293,15
11;25;86;0,868801609;13005,672;121,167352;18,20205628;546,797976;256,686291;239,237377;215,790741;263,90093;211,406493;11,9283325;0,007898232;21;3,79157348;-1131,21553;332,3763293;303,15;-4359,60876;423,15;294,15;-2564,54433;366,6586047;303,15;-1761,64996;319,9256008;313,15;-253,871499;367,4496841;293,15;-356,148994;378,5915603;293,15;-1082,08779;293,15;283,15;-2239,49144;323,5483821;303,15;-4686,17276;330,7509338;313,15;-969,329013;459,7527031;423,15;-1219,6659;2,566056916;-1510,09775;376,9693477;303,6846362;-161,110094;354,9594962;293,15;-277,091256;358,8413994;293,15
11;25;82;0,819753547;12319,1131;121,176906;17,77902727;546,797976;242,193331;225,729634;203,606726;249,001832;199,471081;11,2530868;0,007293578;19;3,74823706;-1119,03109;332,0775165;303,15;-4359,60876;423,15;294,15;-2446,98968;366,8467283;303,15;-1590,61773;319,5987508;313,15;-239,537455;367,4497071;293,15;-336,039856;378,5915868;293,15;-1082,08779;293,15;283,15;-2239,49144;323,5483821;303,15;-4597,81192;330,4628762;313,15;-969,329013;459,7527031;423,15;-1150,80702;2,566056916;-1424,84191;376,9693477;303,6846362;-152,014275;354,9594962;293,15;-261,467656;358,8483237;293,15
11;25;78;0,778080562;11655,3863;121,187907;17,35278864;546,797976;229,711654;214,096441;193,114139;236,16974;189,191514;10,67317;0,006735279;19;3,70591477;-1108,13487;331,8097155;303,15;-4359,60876;423,15;294,15;-2314,65797;366,8015736;303,15;-1407,7632;319,1838557;313,15;-227,192611;367,4497092;293,15;-318,721761;378,5915877;293,15;-1082,08779;293,15;283,15;-2239,49144;323,5483821;303,15;-4517,59399;330,2048218;313,15;-969,329013;459,7527031;423,15;-1091,50119;2,566056922;-1351,41393;376,9693477;303,6846362;-144,180352;354,9594962;293,15;-247,974;358,8431661;293,15
11;3;94;0,93782514;1715,99374;121,119465;2,849063;65,5055941;32,529417;30,3181612;27,3468216;33,4454421;26,7925545;1,51036855;0,000925113;21;1,33045582;-1309,63801;320,3777093;303,15;-517,339423;423,15;294,15;-351,796189;367,9730266;303,15;-282,032983;321,284185;313,15;-32,1726561;367,4499354;293,15;-45,1339392;378,5918504;293,15;-75,3158078;293,15;283,15;-298,478846;323,2379138;303,15;-2,27314104;313,256897;313,15;-116,096021;459,7618564;423,15;-154,574089;2,566056272;-191,381904;376,969346;303,6846362;-20,4182674;354,9595416;293,15;-35,1140961;358,8470684;293,15
11;3;90;0,898661652;1596,09109;121,156846;2,7431143;65,5055941;31,1715721;29,05262;26,2053196;32,048186;25,6732372;1,44848259;0,000973982;21;1,32031621;-1394,01884;321,4555288;303,15;-517,339423;423,15;294,15;-318,026711;367,0085451;303,15;-226,480293;320,2272605;313,15;-30,8297316;367,4498046;293,15;-43,2501168;378,591673;293,15;-75,3158078;293,15;283,15;-298,478846;323,2379138;303,15;-2,62694993;313,2757512;313,15;-116,096021;459,7618564;423,15;-148,11642;2,566056271;-183,386509;376,969346;303,6846362;-19,5652499;354,9595416;293,15;-33,6494088;358,842045;293,15
11;3;86;0,862623957;1516,52587;121,172288;2,67909286;65,5055941;29,9213252;27,8873564;25,1542505;30,9439289;24,7886363;1,39072136;0,000929098;21;1,3070394;-1404,59143;321,5903286;303,15;-517,339423;423,15;294,15;-299,501332;366,6887304;303,15;-199,862031;319,7390446;313,15;-29,5931979;367,4498015;293,15;-41,5154499;378,5916713;293,15;-75,3158078;293,15;283,15;-298,478846;323,2379138;303,15;-2,74022623;313,2817831;313,15;-116,096021;459,7618564;423,15;-142,1739;2,551002264;-177,067716;376,969346;303,6846362;-18,8911067;354,9595416;293,15;-32,2999179;358,8403438;293,15
11;3;82;0,828051862;1502,71112;121,162102;2,68235193;65,5055941;28,6995605;26,7486579;24,1268247;30,9439289;24,7886363;1,33277712;0,000883081;15;1,30271745;-1366,37243;321,1028686;303,15;-517,339423;423,15;294,15;-308,36485;367,8674477;303,15;-210,905275;320,1026962;313,15;-28,38485;367,4499461;293,15;-39,8200241;378,5918222;293,15;-75,3158078;293,15;283,15;-298,478846;323,2379138;303,15;-2,64375272;313,2756991;313,15;-116,096021;459,7618564;423,15;-136,374497;2,446944556;-177,067716;376,969346;303,6846362;-18,8911067;354,9595416;293,15;-30,9806452;358,8468841;293,15
11;3;78;0,776129015;1404,26681;121,175672;2,60648761;65,5055941;26,9203196;25,0903706;22,6314341;30,9439289;24,7886363;1,25019454;0,000805627;15;1,28597338;-1357,00358;320,9832912;303,15;-517,339423;423,15;294,15;-287,740372;367,7813589;303,15;-182,894301;319,6054205;313,15;-26,6250915;367,4499586;293,15;-37,3514286;378,5918276;293,15;-75,3158078;293,15;283,15;-298,478846;323,2379138;303,15;-2,79753284;313,2838819;313,15;-116,096021;459,7618564;423,15;-127,91996;2,295246227;-177,067716;376,969346;303,6846362;-18,8911067;354,9595416;293,15;-29,0853176;358,9046375;293,15
