eta,NPV,bag,floor,tires,imported,Name
1.1070128980604539,211939361.82299477,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.098694723105531,-129901393.52303919,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1020812290921271,-362223222.43918574,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1361914527673374,-282756621.59698904,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1135362932405692,-333460972.78736347,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.124589061599325,-258673108.1735268,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1053492225045252,-337377313.898372,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1344147777209723,-30802800.24240933,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.0837838794672687,-395573371.51884353,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1263568039921992,-77322237.67714149,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1200041954497073,100872578.24220628,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1262414048280374,-125309361.04832508,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.135509223928153,127536271.2508198,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1038349191593453,55394688.990072854,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1458187602949865,-91980967.72385095,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1073843764056328,-39202857.688810505,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1077002232646607,6681265.284588876,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1140820660639468,-53368874.88930379,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.0998281876900344,185905380.82694983,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.136091434639103,-285454832.5393967,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1348328393762441,-628393076.9757813,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1419064782402837,-363707420.842039,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.130567199871889,28272823.70774474,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1381660337055368,-15496739.976295028,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.113197332739242,-113079109.86183447,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1320459979120958,-24587474.781844568,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.094738155854074,-217984958.6262317,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.0931221810113838,-500132519.65167385,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1441318129447666,47285481.40837698,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.125570614556677,-211894206.3797723,0.028450616846871734,0.011845635979088354,0.06541024581045421,3.6258451114442463,Renova 
1.1288753156588933,515692176.7023024,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.120742484090458,223390578.48509106,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.121839123035187,29067297.72909061,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1508529771684624,127696322.6711141,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1260557969154321,-75925391.42936134,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1400793161910778,41502049.66881233,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1197849446833041,-49935205.8916287,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1496359968245413,280599662.54392195,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1097038189796717,-196581465.93810984,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1378305081692799,249436076.9578612,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1388828706651934,437073064.0588398,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1369631715509578,182083692.74233916,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1530266487884622,465053987.8850954,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1176382505384117,459343003.02747697,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1613083549384113,176306972.7780244,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.1214541439929686,362916592.76968366,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.127503022908597,261191257.84606355,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
1.127190646593167,259228216.6494869,0.039422100315530256,0.016413698598602512,0.0906345646522159,5.024088949679372,Renova 
