CEPCI,COP,Tlow,Tsupp,U,WACC,alpha,beta,cETS,cHEX,cHP,cMEA,celc,cheat,cstore,ctrans,dTmin,dTreb,fixed,fossil,i,ownercost,rescalation,t,time,yexpenses,rate,tax,scenario,policy,model,Name
1.4496946348999629,3.5129790801558416,53.93599872057433,90.46879582421771,1671.314652569913,0.07587335152237498,6.397756615095781,0.6463798953981237,102.84310157848505,0.5352813320522382,0.8910691361887664,2.2633080399292336,83.05574655269196,0.6251585547864191,36.32121189683882,36.36011379322201,5.691516018623176,11.707987554029838,0.07974451027586724,0.5561614309922771,0.1117753592647546,0.14333069912746485,0.016998890894033176,29,7898.982326388101,6,0.8116376987586644,306.7021804651364,10,0,WACCSEPR,Renova 
1.564314958869172,2.3096172569199345,50.85275584694456,80.8436991189417,1584.6780828404223,0.0622856603805486,6.9765652990778735,0.6418098925614558,168.1431950221077,0.6536659248292742,0.7850940498352206,2.367073458345552,76.18550617367445,0.33652989733524274,42.40046054612286,28.449618751391277,5.409780046520327,11.427029527948509,0.061107677948302755,0.4853008833217482,0.09523051981354252,0.2146364609459987,0.03917936304117262,23,8040.385528733438,3,0.8116376987586644,306.7021804651364,11,0,WACCSEPR,Renova 
1.473585262608501,2.6876855122805954,54.21064010195358,88.84860543249769,1502.545050728968,0.07704963551418459,6.574339425383283,0.658293202859671,51.63180283355683,0.5964929222247428,0.8632131199113323,2.287090280631115,88.22266506686107,0.5579950108938024,45.05385788280912,30.43169129012039,6.344198558092374,7.721788427027636,0.05790061799379201,0.4783559727482719,0.05275864639088594,0.22809451416644508,0.04743175710863261,20,8054.763255919143,4,0.8116376987586644,306.7021804651364,12,0,WACCSEPR,Renova 
1.5573631517983428,3.219052531886601,48.058261060895504,86.95615830143265,1692.133107835156,0.06477842609786663,6.870787963593483,0.635951384393468,101.4778299022569,0.5046622756062,0.8369069618703211,1.860125532075893,28.973689346867687,0.8315039256081999,54.0800557846849,33.805065722299844,11.061724799662617,9.894516417901423,0.05536909865089701,0.5953859825065554,0.06854985461140857,0.1562756252202323,0.015474132207222354,23,7953.109026979425,6,0.8116376987586644,306.7021804651364,13,0,WACCSEPR,Renova 
1.484920472399743,3.0152637419131216,43.32314421705939,94.81521545910863,1388.1104343289626,0.04669306578979552,6.02015101996563,0.6870234369393611,162.93288664221174,0.5106750382956394,0.762388098964014,1.5382868452370018,114.09900416176941,0.527784093153921,55.34808695157555,22.81151639860468,10.307145591850798,12.989124422268645,0.06330290509869775,0.38377654959315244,0.06604192112749391,0.27376928847506304,0.001798940970470688,27,7816.669891020837,3,0.8116376987586644,306.7021804651364,14,0,WACCSEPR,Renova 
1.5031102540512897,2.9892205420146483,51.73927011453446,99.18806425123056,1308.5109401663372,0.03618553031987584,6.757633260254856,0.6036430117004705,147.7809716480403,0.499668754905363,0.867126340906761,1.8221054058676918,105.63013844815876,0.6577595257489041,43.38152004714245,33.25861201537401,7.590339917363421,7.469354655523174,0.050008621591931805,0.37714769077386134,0.08766285427843781,0.2529944966977933,0.03211491726318504,27,7890.501420017288,5,0.8116376987586644,306.7021804651364,15,0,WACCSEPR,Renova 
1.5372620510296866,2.532491331882603,50.42072865197645,85.61748216246116,1484.0238748692304,0.0305012711548437,6.133982108592711,0.6921669482944145,130.41773974988763,0.52425972853754,0.8018768174677515,2.3428465018044484,133.06460999379948,0.307675344933896,39.734221896992274,38.70267268934729,10.417882310250791,7.047542165109469,0.07489671939167625,0.4116996004814254,0.06091345024613891,0.28223455032740075,0.007300722543200551,28,7848.3245050316755,4,0.8116376987586644,306.7021804651364,16,0,WACCSEPR,Renova 
1.510644653918438,3.1642396475307537,44.483422163874195,89.46061061804023,1324.1486390666673,0.07956324241252316,6.405719704795133,0.6158740162748526,158.62685813626888,0.5899413172121003,0.8269224885276559,2.19009387689336,41.66864063277007,0.8532341601105182,35.01909001113364,35.08569464514238,9.593680809254518,8.079255453300707,0.07050553931534892,0.4379870117321545,0.05822120894208596,0.13641457625611916,0.00832032379959498,24,7996.796083554432,3,0.8116376987586644,306.7021804651364,17,0,WACCSEPR,Renova 
1.461764712922757,2.7771923273821657,47.28655358257956,81.09630499709586,1643.5174054593515,0.03487492566600588,6.561198893386411,0.6031255919506952,66.2566893331614,0.6079773294809233,0.8934069770397007,1.6381967927285563,48.80612282741524,0.8127721927092464,49.40422322952675,37.595377771107735,11.949704809600092,9.12470792235625,0.07333507289393262,0.4249537897990941,0.11627626115147197,0.13095207498401285,0.02899055902889953,29,8022.066139999613,3,0.8116376987586644,306.7021804651364,18,0,WACCSEPR,Renova 
1.4168950857064233,2.5567174131053023,52.326470963962116,91.256448531269,1408.4402149781683,0.0827832714349512,6.914501303690285,0.6226439540824021,178.9302073253958,0.5821705523188945,0.7775831273786308,1.6214644449149576,20.270574762011304,0.2708353674684554,38.865468949545985,22.54006275119112,7.323139539375195,8.854202435432263,0.06464642319198428,0.46077056185453147,0.10979909266173284,0.2551934984246387,0.04187889145177342,26,8122.814233908051,5,0.8116376987586644,306.7021804651364,19,0,WACCSEPR,Renova 
